from,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,start-planned_iso-date,start-planned,Start-actual-year,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,implementing-organisations,recipient-country_codes,recipient-countries,activity-status,collaboration-type,default-aid-type
GB,GBP,542155,0,0,532314,2009-07-27,2009-07-27,2009,2009-07-27,2011-07-30,2011-07-30,2011-07-30,2011-07-30,Other.,TC,Turks and Caicos Islands,Post-completion,Bilateral,Project-type interventions
GB,GBP,3677496,0,0,3670675,2010-08-19,2010-08-19,2010,2010-08-19,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Other.,TC,Turks and Caicos Islands,Post-completion,Bilateral,Project-type interventions
GB,GBP,698933,716865,0,2644,2010-09-09,2010-09-09,2010,2010-09-09,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Donor country-based NGO,TC,Turks and Caicos Islands,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,10402,0,0,10402,2010-12-08,2010-12-08,2010,2010-12-08,2011-01-31,2011-01-31,2011-01-31,2011-01-31,Other.,TC,Turks and Caicos Islands,Post-completion,Bilateral,Project-type interventions
GB,GBP,271500,271500,0,0,2011-06-24,2011-06-24,2011,2011-06-24,2013-03-29,2013-03-29,2013-03-29,2013-03-29,Other.,TC,Turks and Caicos Islands,Post-completion,Bilateral,Project-type interventions
GB,GBP,154033,0,0,154033,2006-04-01,2006-04-01,2006,2006-04-01,2010-05-30,2010-05-30,2010-05-30,2010-05-30,Donor country-based NGO,UA,Ukraine,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,34373,0,0,34373,2007-01-09,2007-01-09,2007,2007-01-09,2010-03-01,2010-03-01,2010-03-01,2010-03-01,Donor country-based NGO,UA,Ukraine,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,18000,18000,0,0,2010-06-01,2010-06-01,2010,2010-06-01,2012-03-31,2012-03-31,2012-03-31,2012-03-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,UA,Ukraine,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,0,0,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2016-03-31,2016-03-31,,,Other.,UA,Ukraine,Implementation,Bilateral,Project-type interventions
GB,GBP,2000000,0,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2016-03-31,2016-03-31,,,,UA,Ukraine,Implementation,Bilateral,Project-type interventions
GB,GBP,1000000,0,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2016-03-31,2016-03-31,,,,UA,Ukraine,Implementation,Bilateral,Basket funds/pooled funding
GB,GBP,500000,0,0,6232,2014-04-01,2014-04-01,2014,2014-04-01,2016-03-31,2016-03-31,,,,UA,Ukraine,Implementation,Bilateral,Project-type interventions
GB,GBP,1400000,400000,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2015-03-31,2015-03-31,,,United Nations Office of the United Nations High Commissioner for Refugees,UA,Ukraine,Implementation,Bilateral,Project-type interventions
GB,GBP,100000,0,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2015-03-31,2015-03-31,,,,UA,Ukraine,Implementation,Bilateral,Project-type interventions
GB,GBP,200000,0,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2016-06-30,2016-06-30,,,,UA,Ukraine,Implementation,Bilateral,Project-type interventions
GB,GBP,500000,0,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2016-03-31,2016-03-31,,,,UA,Ukraine,Implementation,Bilateral,Project-type interventions
GB,GBP,648339,127438,0,73535,2008-10-03,2008-10-03,2008,2008-10-03,2013-07-31,2013-07-31,2013-07-31,2013-07-31,Other.,VU,Vanuatu,Implementation,Bilateral,Debt relief
GB,GBP,23473925,0,0,23474076,2003-07-01,2003-07-01,2003,2003-07-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,245518,0,0,245515,2003-07-01,2003-07-01,2003,2003-07-01,2009-12-31,2009-12-31,2009-12-31,2009-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,1550000,0,0,1550000,2009-03-18,2009-03-18,2009,2009-03-18,2009-12-31,2009-12-31,2009-12-31,2009-12-31,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,20200000,0,0,20200000,2005-09-01,2005-09-01,2005,2005-09-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Sector budget support
GB,GBP,800000,400000,0,200000,2005-09-01,2005-09-01,2005,2005-09-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,30390426,16221026,0,14104264,2006-03-29,2006-03-29,2006,2006-03-29,2015-12-01,2015-12-01,,,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts]",VN,Vietnam,Implementation,Bilateral,Debt relief
GB,GBP,3264913,1914913,0,1350000,2006-10-01,2006-10-01,2006,2006-10-01,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,138249,0,0,162851,2006-10-01,2006-10-01,2006,2006-10-01,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,6681864,0,0,6681859,2003-02-01,2003-02-01,2003,2003-02-01,2009-10-15,2009-10-15,2009-10-15,2009-10-15,Asian Development Bank,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,3840994,0,0,3840994,2006-03-01,2006-03-01,2006,2006-03-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Sector budget support
GB,GBP,711046,0,0,243431,2006-03-01,2006-03-01,2006,2006-03-01,2014-03-31,2014-03-31,2014-03-31,2014-03-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,28005999,12255999,0,15750000,2006-03-01,2006-03-01,2006,2006-03-01,2014-03-30,2014-03-30,2014-03-30,2014-03-30,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,4800000,2000000,0,2800000,2007-07-01,2007-07-01,2007,2007-07-01,2012-07-31,2012-07-31,2012-07-31,2012-07-31,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,1737331,0,0,1737328,2006-10-01,2006-10-01,2006,2006-10-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Asian Development Bank,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,1495000,1495000,0,0,2006-10-01,2006-10-01,2006,2006-10-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Asian Development Bank,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,475427,-50974,0,0,2002-06-01,2002-06-01,2002,2002-06-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Basket funds/pooled funding
GB,GBP,6001450,0,0,6001450,2003-06-01,2003-06-01,2003,2003-06-01,2011-08-31,2011-08-31,2011-08-31,2011-08-31,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,133873,0,0,0,2003-10-01,2003-10-01,2003,2003-10-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,15200,0,0,9652,2009-05-01,2009-05-01,2009,2009-05-01,2010-01-29,2010-01-29,2010-01-29,2010-01-29,World Bank Group (WB),VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,0,0,0,0,2006-06-01,2006-06-01,2006,2006-06-01,2012-06-30,2012-06-30,2012-06-30,2012-06-30,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,254000,194000,0,60000,2006-06-01,2006-06-01,2006,2006-06-01,2012-06-30,2012-06-30,2012-06-30,2012-06-30,World Bank Group (WB),VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,46386,46383,0,0,2011-03-16,2011-03-16,2011,2011-03-16,2012-12-31,2012-12-31,2012-12-31,2012-12-31,Donor Government,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,57622,57622,0,0,2011-04-15,2011-04-15,2011,2011-04-15,2012-03-31,2012-03-31,2012-03-31,2012-03-31,"University, college or other teaching institution, research institute or think-tank",VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,100000,81400,0,0,2006-06-01,2006-06-01,2006,2006-06-01,2012-12-31,2012-12-31,2012-12-31,2012-12-31,Recipient Government,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,5499748,-34026,0,5533777,2006-08-03,2006-08-03,2006,2006-08-03,2011-06-30,2011-06-30,2011-06-30,2011-06-30,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,326048,0,0,300223,2002-02-01,2002-02-01,2002,2002-02-01,2009-06-30,2009-06-30,2009-06-30,2009-06-30,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,2915522,0,0,2915521,2003-05-08,2003-05-08,2003,2003-05-08,2009-06-30,2009-06-30,2009-06-30,2009-06-30,World Health Organisation - assessed contributions,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,5896358,0,0,5896348,2003-05-17,2003-05-17,2003,2003-05-17,2009-06-30,2009-06-30,2009-06-30,2009-06-30,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,VN,Vietnam,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,8600000,2475000,0,6125000,2007-10-01,2007-10-01,2007,2007-10-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,United Nations Development Programme,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,100000000,40000000,0,60000000,2008-02-01,2008-02-01,2008,2008-02-01,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Recipient Government,VN,Vietnam,Post-completion,Bilateral,General budget support
GB,GBP,350000,0,0,313021,2008-07-01,2008-07-01,2008,2008-07-01,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,23950000,18150000,0,5800000,2009-05-21,2009-05-21,2009,2009-05-21,2012-12-31,2012-12-31,2012-12-31,2012-12-31,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,471134,0,0,231999,2008-02-01,2008-02-01,2008,2008-02-01,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,15250000,6000000,0,5300000,2008-02-01,2008-02-01,2008,2008-02-01,2013-03-31,2013-03-31,2013-03-31,2013-03-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,750000,550000,0,200000,2008-02-01,2008-02-01,2008,2008-02-01,2013-06-30,2013-06-30,2013-06-30,2013-06-30,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,98066,0,0,3935,2009-03-24,2009-03-24,2009,2009-03-24,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,386095,0,0,234540,2009-05-31,2009-05-31,2009,2009-05-31,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Other.,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,11000000,6750000,0,4250000,2009-05-31,2009-05-31,2009,2009-05-31,2012-03-30,2012-03-30,2012-03-30,2012-03-30,Recipient Government,VN,Vietnam,Post-completion,Bilateral,Sector budget support
GB,GBP,5457047,5457047,0,0,2009-05-31,2009-05-31,2009,2009-05-31,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Recipient Government,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,363987,363982,0,0,2011-05-23,2011-05-23,2011,2011-05-23,2013-12-31,2013-12-31,2013-12-31,2013-12-31,Developing country-based NGO,VN,Vietnam,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,359919,331273,0,28645,2009-05-29,2009-05-29,2009,2009-05-29,2013-06-30,2013-06-30,2013-06-30,2013-06-30,INTERNATIONAL NGO,VN,Vietnam,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,122850,0,0,122848,2009-07-01,2009-07-01,2009,2009-07-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,VN,Vietnam,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,447000,437748,0,0,2010-02-05,2010-02-05,2010,2010-02-05,2013-03-31,2013-03-31,2013-03-31,2013-03-31,INTERNATIONAL NGO,VN,Vietnam,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3170000,0,0,3169999,2011-02-01,2011-02-01,2011,2011-02-01,2014-06-30,2014-06-30,2014-06-30,2014-06-30,Donor country-based NGO,VN,Vietnam,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,24926,0,0,24926,2010-06-25,2010-06-25,2010,2010-06-25,2014-03-31,2014-03-31,2014-03-31,2014-03-31,"University, college or other teaching institution, research institute or think-tank",VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,2675000,2675000,0,0,2010-06-25,2010-06-25,2010,2010-06-25,2014-03-31,2014-03-31,2014-03-31,2014-03-31,International Bank for Reconstruction and Development,VN,Vietnam,Post-completion,Bilateral,Project-type interventions
GB,GBP,700000,396183,0,0,2010-11-12,2010-11-12,2010,2010-11-12,2016-03-31,2016-03-31,,,World Bank Group (WB),VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,1700000,0,0,589150,2012-01-01,2012-01-01,2012,2012-01-01,2016-03-31,2016-03-31,,,Other.,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,700000,162493,0,0,2012-05-15,2012-05-15,2012,2012-05-15,2016-03-31,2016-03-31,,,INTERNATIONAL NGO,VN,Vietnam,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1500000,503565,0,0,2012-11-01,2012-11-01,2012,2012-11-01,2016-03-31,2016-03-31,,,Donor Government,VN,Vietnam,Implementation,Bilateral,Basket funds/pooled funding
GB,GBP,3849999,0,0,1042316,2012-11-01,2012-11-01,2012,2012-11-01,2016-03-31,2016-03-31,,,INTERNATIONAL NGO,VN,Vietnam,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,150000,0,0,9264,2012-11-01,2012-11-01,2012,2012-11-01,2016-03-31,2016-03-31,,,,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,3000000,2499936,0,64,2012-04-01,2012-04-01,2012,2012-04-01,2015-09-30,2015-09-30,,,United Nations Development Programme,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,6674505,0,0,1121794,2012-04-01,2012-04-01,2012,2012-04-01,2016-03-31,2016-03-31,,,INTERNATIONAL NGO,VN,Vietnam,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,325494,0,0,17414,2012-04-01,2012-04-01,2012,2012-04-01,2016-03-31,2016-03-31,,,Other.,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,6000000,3530247,0,0,2012-07-01,2012-07-01,2012,2012-07-01,2016-03-31,2016-03-31,,,International Bank for Reconstruction and Development,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,250000,0,0,250000,2011-03-03,2011-03-03,2011,2011-03-03,2014-12-30,2014-12-30,,,Donor country-based NGO,VN,Vietnam,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1640370,0,0,621021,2012-08-01,2012-08-01,2012,2012-08-01,2016-03-31,2016-03-31,,,Other.,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,359630,0,0,138406,2012-12-19,2012-12-19,2012,2012-12-19,2016-03-31,2016-03-31,,,Other.,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,810000,0,0,179432,2013-08-01,2013-08-01,2013,2013-08-01,2016-03-31,2016-03-31,,,Other.,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,80400,0,0,0,2013-10-01,2013-10-01,2013,2013-10-01,2016-03-31,2016-03-31,,,,VN,Vietnam,Implementation,Bilateral,Project-type interventions
GB,GBP,4999999,1454976,0,0,2013-10-01,2013-10-01,2013,2013-10-01,2016-03-31,2016-03-31,,,Donor Government,VN,Vietnam,Implementation,Bilateral,Basket funds/pooled funding
GB,GBP,1682926,0,0,0,2006-08-01,2006-08-01,2006,2006-08-01,2009-06-30,2009-06-30,2009-06-30,2009-06-30,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,62511454,6325702,0,56185749,2004-08-01,2004-08-01,2004,2004-08-01,2010-12-01,2010-12-01,2010-12-01,2010-12-01,Recipient Government,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,584920,0,0,571747,2004-08-01,2004-08-01,2004,2004-08-01,2010-12-01,2010-12-01,2010-12-01,2010-12-01,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,14000000,2600000,0,11400000,2005-01-01,2005-01-01,2005,2005-01-01,2012-03-31,2012-03-31,2012-03-31,2012-03-31,International Bank for Reconstruction and Development,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,316497,0,0,0,2005-07-01,2005-07-01,2005,2005-07-01,2008-07-01,2008-07-01,2008-07-01,2008-07-01,International Bank for Reconstruction and Development,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,1360472,0,0,203330,2005-01-01,2005-01-01,2005,2005-01-01,2012-08-01,2012-08-01,2012-08-01,2012-08-01,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,585492,0,0,585493,2005-01-01,2005-01-01,2005,2005-01-01,2012-08-01,2012-08-01,2012-08-01,2012-08-01,United Nations Children’s Fund,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,981970,0,0,981970,2005-01-01,2005-01-01,2005,2005-01-01,2012-08-01,2012-08-01,2012-08-01,2012-08-01,PUBLIC SECTOR INSTITUTIONS,YE,Yemen,Post-completion,Bilateral,Basket funds/pooled funding
GB,GBP,2540000,0,0,2540000,2007-12-01,2007-12-01,2007,2007-12-01,2009-09-01,2009-09-01,2009-09-01,2009-09-01,World Food Programme,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,8285971,3128000,0,3590971,2008-12-31,2008-12-31,2008,2008-12-31,2012-12-31,2012-12-31,2012-12-31,2012-12-31,International Bank for Reconstruction and Development,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,637029,0,0,637029,2011-08-11,2011-08-11,2011,2011-08-11,2011-08-11,2011-08-11,2011-08-11,2011-08-11,International Bank for Reconstruction and Development,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,2913040,0,0,2910820,2008-12-01,2008-12-01,2008,2008-12-01,2013-12-01,2013-12-01,2013-12-01,2013-12-01,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,1777027,775335,0,1001709,2009-01-05,2009-01-05,2009,2009-01-05,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Other.,YE,Yemen,Post-completion,Bilateral,Basket funds/pooled funding
GB,GBP,35045,0,0,35045,2009-03-01,2009-03-01,2009,2009-03-01,2009-09-01,2009-09-01,2009-09-01,2009-09-01,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,7500000,5500000,0,2000000,2009-09-01,2009-09-01,2009,2009-09-01,2011-08-31,2011-08-31,2011-08-31,2011-08-31,OTHER,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,1000000,450000,0,500000,2009-09-04,2009-09-04,2009,2009-09-04,2011-12-30,2011-12-30,2011-12-30,2011-12-30,International Bank for Reconstruction and Development,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,33805,0,0,33805,2009-09-01,2009-09-01,2009,2009-09-01,2009-10-17,2009-10-17,2009-10-17,2009-10-17,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,20000,678,0,9979,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,200000,0,0,200000,2010-01-01,2010-01-01,2010,2010-01-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Office of the United Nations High Commissioner for Refugees,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,200000,0,0,200000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,International Organisation for Migration,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,100000,0,0,100000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Children’s Fund,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,100000,0,0,99999,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,INTERNATIONAL NGO,YE,Yemen,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,125000,0,0,125000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Children’s Fund,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,1000000,0,0,1000000,2010-01-01,2010-01-01,2010,2010-01-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Office of the United Nations High Commissioner for Refugees,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,1000000,0,0,1000000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,International Committee of the Red Cross,YE,Yemen,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,70000,0,0,70000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Office of Co-ordination of Humanitarian Affairs,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,150000,0,0,150000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,INTERNATIONAL NGO,YE,Yemen,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,30000,0,0,10000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,World Food Programme,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,270000,0,0,270000,2010-01-01,2010-01-01,2010,2010-01-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Children’s Fund,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,270000,0,0,270000,2010-01-01,2010-01-01,2010,2010-01-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Children’s Fund,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,100000,0,0,100000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,United Nations Office of Co-ordination of Humanitarian Affairs,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,900000,0,0,900000,2009-10-09,2009-10-09,2009,2009-10-09,2010-03-31,2010-03-31,2010-03-31,2010-03-31,International Committee of the Red Cross,YE,Yemen,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,8657,0,0,8657,2009-11-15,2009-11-15,2009,2009-11-15,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Other.,YE,Yemen,Post-completion,Multilateral,Core contributions to multilateral institutions
GB,GBP,16894,0,0,16894,2009-12-07,2009-12-07,2009,2009-12-07,2010-01-31,2010-01-31,2010-01-31,2010-01-31,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,99939000,86800000,0,0,2011-01-01,2011-01-01,2011,2011-01-01,2015-12-31,2015-12-31,,,Public-Private Partnership (PPP),YE,Yemen,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,61000,0,0,10622,2010-05-10,2010-05-10,2010,2010-05-10,2015-12-31,2015-12-31,,,Donor Government,YE,Yemen,Implementation,Bilateral,Project-type interventions
GB,GBP,196493,196490,0,0,2010-01-20,2010-01-20,2010,2010-01-20,2011-06-30,2011-06-30,2011-06-30,2011-06-30,Donor country-based NGO,YE,Yemen,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,40000,0,0,40000,2010-02-15,2010-02-15,2010,2010-02-15,2010-02-17,2010-02-17,2010-02-17,2010-02-17,Other.,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,645784,645784,0,0,2010-08-16,2010-08-16,2010,2010-08-16,2015-02-16,2015-02-16,,,International Monetary Fund (IMF),YE,Yemen,Implementation,Bilateral,Project-type interventions
GB,GBP,2000000,2000000,0,0,2010-08-01,2010-08-01,2010,2010-08-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Donor country-based NGO,YE,Yemen,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3000000,3000000,0,0,2010-08-01,2010-08-01,2010,2010-08-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,United Nations Children’s Fund,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,1500000,1500000,0,0,2010-08-01,2010-08-01,2010,2010-08-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,World Food Programme,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,500000,500000,0,0,2010-08-01,2010-08-01,2010,2010-08-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,United Nations Office of Co-ordination of Humanitarian Affairs,YE,Yemen,Post-completion,Bilateral,Project-type interventions
GB,GBP,500000,433402,0,0,2010-08-01,2010-08-01,2010,2010-08-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,INTERNATIONAL NGO,YE,Yemen,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,400000,400000,0,0,2011-01-01,2011-01-01,2011,2011-01-01,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Third Country Government (Delegated co-operation),YE,Yemen,Post-completion,Bilateral,Basket funds/pooled funding
GB,GBP,619000,619000,0,0,2011-05-10,2011-05-10,2011,2011-05-10,2012-03-31,2012-03-31,2012-03-31,2012-03-31,United Nations Children’s Fund,YE,Yemen,Post-completion,Bilateral,Project-type interventions
